,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
3588,462631,Female,Yes,35,No,Engineer,2.0,High,4.0,Cat_4,D
3589,460706,Female,No,27,No,Engineer,6.0,Low,6.0,Cat_4,D
3590,460282,Male,Yes,40,No,Executive,0.0,Low,3.0,Cat_6,D
3591,459041,Male,Yes,62,Yes,Artist,8.0,Low,1.0,Cat_6,D
3592,460114,Male,Yes,30,Yes,Healthcare,8.0,Low,2.0,Cat_6,C
3593,460147,Male,Yes,67,Yes,Entertainment,1.0,Average,3.0,Cat_6,C
3594,462123,Male,No,38,Yes,Artist,0.0,Low,2.0,Cat_6,C
3595,465768,Female,No,37,Yes,Artist,7.0,Low,4.0,Cat_4,A
3596,463236,Female,No,26,Yes,Healthcare,5.0,Low,2.0,Cat_6,D
3597,462487,Male,Yes,61,Yes,Entertainment,2.0,Average,4.0,Cat_6,C
3598,463954,Male,Yes,22,No,Entertainment,1.0,Average,3.0,Cat_4,D
3599,466609,Female,Yes,47,Yes,Artist,0.0,Average,5.0,Cat_6,C
3600,461741,Male,Yes,67,Yes,Lawyer,1.0,High,2.0,Cat_6,B
3601,464416,Male,Yes,38,Yes,Artist,1.0,Low,6.0,Cat_6,A
3602,467513,Female,Yes,36,No,Engineer,,Average,4.0,Cat_4,D
3603,465428,Female,No,36,Yes,Engineer,0.0,Low,1.0,Cat_4,A
3604,464632,Male,No,29,No,Entertainment,0.0,Low,8.0,Cat_4,D
3605,462999,Female,,29,No,Engineer,0.0,High,4.0,Cat_6,A
3606,462554,Male,No,28,No,Healthcare,1.0,Low,8.0,Cat_4,C
3607,460075,Female,No,25,Yes,Artist,,Low,1.0,Cat_6,B
3608,460838,Male,No,40,Yes,Artist,0.0,Low,,Cat_6,A
3609,464889,Male,Yes,41,No,Executive,1.0,Low,7.0,Cat_4,D
3610,465490,Female,Yes,35,Yes,Artist,0.0,Average,5.0,Cat_4,C
3611,465909,Male,Yes,39,Yes,Entertainment,9.0,Low,1.0,Cat_6,A
3612,465117,Female,Yes,73,Yes,Artist,1.0,High,2.0,Cat_6,C
3613,459085,Male,No,22,No,Marketing,4.0,Low,3.0,Cat_6,A
3614,464709,Male,Yes,40,No,Executive,8.0,High,5.0,Cat_4,D
3615,460572,Female,No,30,Yes,Engineer,0.0,Low,4.0,Cat_3,C
3616,464612,Male,No,32,Yes,Doctor,1.0,Low,2.0,Cat_6,A
3617,465424,Male,No,38,Yes,Entertainment,1.0,Low,3.0,Cat_6,A
3618,463093,Female,Yes,31,No,Healthcare,,Low,4.0,Cat_2,C
3619,466803,Female,,41,Yes,Marketing,0.0,Low,2.0,Cat_6,D
3620,463248,Female,Yes,26,No,Homemaker,8.0,Average,4.0,Cat_2,D
3621,464155,Male,No,41,No,Doctor,0.0,Low,3.0,Cat_4,B
3622,467424,Male,Yes,56,Yes,Entertainment,2.0,Average,2.0,Cat_6,D
3623,465220,Male,Yes,61,No,Executive,0.0,High,2.0,Cat_1,B
3624,463004,Male,Yes,48,Yes,Artist,0.0,Average,2.0,Cat_6,C
3625,463315,Male,Yes,40,Yes,Executive,0.0,High,4.0,Cat_3,B
3626,466498,Male,Yes,83,Yes,Lawyer,6.0,High,3.0,Cat_6,D
3627,463234,Female,No,22,No,Engineer,1.0,Low,4.0,Cat_6,D
3628,462453,Male,No,22,No,Healthcare,9.0,Low,5.0,Cat_6,D
3629,464486,Male,,22,No,Healthcare,0.0,Low,3.0,Cat_4,D
3630,467111,Male,Yes,72,Yes,Artist,0.0,Low,1.0,Cat_6,B
3631,466355,Male,No,27,Yes,Healthcare,0.0,Low,2.0,Cat_6,C
3632,463230,Female,Yes,35,Yes,Engineer,5.0,High,3.0,Cat_6,A
3633,463127,Male,Yes,84,No,Executive,,High,2.0,Cat_6,D
3634,465018,Male,No,42,Yes,Entertainment,0.0,Low,3.0,Cat_6,A
3635,464940,Female,Yes,30,No,Engineer,1.0,Low,2.0,Cat_4,A
3636,465294,Male,Yes,73,No,Lawyer,0.0,Low,2.0,Cat_6,D
3637,461525,Male,Yes,68,Yes,Entertainment,1.0,Low,2.0,Cat_6,D
3638,460058,Male,Yes,46,Yes,Artist,0.0,Low,1.0,Cat_4,B
3639,464692,Female,No,48,No,Marketing,1.0,Low,1.0,Cat_3,D
3640,466342,Female,Yes,49,Yes,Artist,0.0,Average,5.0,Cat_6,C
3641,459214,Female,No,26,Yes,Engineer,0.0,Low,3.0,Cat_6,C
3642,464243,Female,No,49,Yes,Artist,1.0,Low,2.0,Cat_6,C
3643,467273,Female,Yes,81,Yes,Lawyer,7.0,High,2.0,Cat_6,B
3644,459652,Female,No,26,No,Engineer,,Low,4.0,Cat_4,A
3645,466187,Female,Yes,56,Yes,Artist,4.0,Average,2.0,Cat_3,C
3646,466421,Male,Yes,26,No,Doctor,4.0,Average,3.0,Cat_3,D
3647,461541,Male,No,36,Yes,Executive,9.0,Low,3.0,Cat_6,D
3648,462709,Female,No,32,No,Doctor,0.0,Low,3.0,Cat_6,C
3649,466233,Female,Yes,56,Yes,Homemaker,5.0,Low,1.0,Cat_6,C
3650,461881,Male,No,40,Yes,Artist,1.0,Low,1.0,Cat_6,A
3651,466371,Male,No,19,No,Healthcare,1.0,Low,4.0,Cat_2,D
3652,467717,Female,Yes,66,No,Engineer,0.0,High,5.0,Cat_4,B
3653,464917,Female,Yes,76,No,Lawyer,,Low,1.0,Cat_4,D
3654,466031,Female,No,30,No,Entertainment,6.0,Low,1.0,Cat_6,A
3655,467039,Male,Yes,26,No,Homemaker,9.0,Average,2.0,Cat_6,A
3656,464334,Female,No,33,Yes,Healthcare,1.0,Low,3.0,Cat_6,D
3657,459185,Female,No,25,Yes,Entertainment,5.0,Low,1.0,Cat_6,D
3658,460580,Female,Yes,27,No,Engineer,9.0,Low,2.0,Cat_3,D
3659,464808,Male,Yes,42,No,Entertainment,1.0,Low,4.0,Cat_4,A
3660,465583,Male,No,35,Yes,Artist,2.0,Low,2.0,Cat_6,A
3661,462042,Female,No,29,No,Healthcare,0.0,Low,3.0,Cat_6,D
3662,460013,Female,No,68,No,,2.0,Low,3.0,Cat_7,D
3663,461776,Male,Yes,72,No,Engineer,0.0,High,4.0,Cat_4,B
3664,467251,Female,No,21,No,Engineer,1.0,Low,6.0,Cat_6,C
3665,464937,Male,Yes,50,Yes,Artist,0.0,Low,2.0,Cat_4,D
3666,464072,Male,Yes,49,Yes,Executive,1.0,Low,2.0,Cat_6,A
3667,460836,Female,Yes,33,No,Artist,6.0,Average,2.0,Cat_6,C
3668,467323,Female,Yes,52,Yes,Artist,7.0,Average,4.0,Cat_6,C
3669,464245,Female,Yes,89,Yes,Lawyer,2.0,Low,1.0,Cat_6,A
3670,459030,Male,Yes,46,No,Executive,6.0,High,6.0,Cat_6,C
3671,459059,Male,Yes,87,No,Executive,,High,2.0,Cat_6,A
3672,460926,Male,Yes,50,Yes,Artist,1.0,Average,4.0,Cat_4,B
3673,463803,Female,No,30,Yes,Entertainment,0.0,Low,2.0,Cat_6,D
3674,466540,Male,No,22,No,Healthcare,2.0,Low,2.0,Cat_4,D
3675,459083,Male,Yes,58,Yes,Artist,8.0,Average,3.0,,C
3676,467699,Female,Yes,32,Yes,Doctor,0.0,Average,2.0,Cat_4,C
3677,465773,Male,No,29,No,Entertainment,8.0,Low,4.0,Cat_6,D
3678,464984,Male,No,32,Yes,Artist,1.0,Low,1.0,Cat_6,D
3679,466215,Male,Yes,53,Yes,Artist,3.0,Average,4.0,Cat_6,C
3680,460508,Male,Yes,27,Yes,Healthcare,2.0,High,3.0,Cat_3,D
3681,460229,Female,Yes,68,Yes,Lawyer,2.0,High,2.0,Cat_6,C
3682,459735,Female,No,43,No,Artist,,Low,1.0,Cat_6,B
3683,459289,Male,No,39,Yes,Doctor,1.0,Low,1.0,Cat_6,A
3684,461853,Male,No,20,No,Healthcare,6.0,Low,3.0,Cat_6,D
3685,465345,Female,No,40,Yes,Artist,0.0,Low,,Cat_6,B
3686,464513,Male,Yes,38,Yes,Executive,6.0,High,3.0,Cat_6,B
3687,465806,Female,No,26,Yes,Marketing,0.0,Low,2.0,Cat_3,A
3688,463534,Female,No,31,Yes,Engineer,1.0,Low,4.0,Cat_4,A
3689,467053,Male,No,22,No,Healthcare,6.0,Low,4.0,Cat_6,D
3690,459730,Male,Yes,35,No,,1.0,Low,2.0,Cat_6,D
3691,464269,Male,No,37,Yes,Entertainment,0.0,Low,,Cat_1,A
3692,466839,Female,No,26,No,Homemaker,8.0,Low,2.0,Cat_6,D
3693,466510,Male,No,51,Yes,Artist,6.0,Low,1.0,Cat_6,A
3694,464299,Female,No,35,Yes,Artist,12.0,Low,3.0,Cat_6,A
3695,463773,Male,Yes,36,Yes,Artist,9.0,Average,2.0,Cat_6,C
3696,462133,Female,Yes,46,Yes,Doctor,9.0,High,3.0,Cat_2,A
3697,466895,Male,Yes,46,Yes,Marketing,,Low,1.0,Cat_6,D
3698,460848,Male,Yes,53,No,Entertainment,10.0,Average,3.0,Cat_6,A
3699,459324,Female,No,18,No,Healthcare,1.0,Low,3.0,Cat_6,D
3700,467214,Male,No,26,No,Engineer,0.0,Low,4.0,Cat_3,D
3701,462009,Female,Yes,32,Yes,Healthcare,8.0,High,2.0,Cat_2,A
3702,464929,Male,Yes,69,No,Doctor,0.0,Average,3.0,Cat_4,B
3703,463149,Male,Yes,60,Yes,Artist,3.0,Average,2.0,Cat_6,C
3704,463447,Male,Yes,60,No,Engineer,0.0,Average,2.0,Cat_6,B
3705,464833,Male,Yes,51,No,Executive,,Low,9.0,Cat_4,D
3706,462088,Male,Yes,26,Yes,Artist,0.0,Average,2.0,Cat_6,C
3707,459992,Male,No,48,Yes,Artist,1.0,Low,1.0,Cat_6,B
3708,462270,Male,Yes,51,Yes,Doctor,1.0,Average,4.0,Cat_6,B
3709,466711,Male,Yes,72,No,Executive,1.0,High,4.0,Cat_6,B
3710,459614,Female,No,43,Yes,Artist,1.0,Low,2.0,Cat_6,B
3711,459850,Male,No,35,Yes,Artist,0.0,Low,1.0,Cat_6,B
3712,460665,Male,No,29,No,Entertainment,5.0,Low,1.0,Cat_6,D
3713,462841,Male,No,19,No,Healthcare,8.0,Low,6.0,Cat_6,D
3714,461761,Female,No,27,Yes,Healthcare,0.0,Low,8.0,Cat_6,C
3715,461573,Female,No,40,Yes,Engineer,1.0,Low,5.0,Cat_6,C
3716,463199,Female,Yes,52,Yes,Artist,1.0,Low,3.0,Cat_4,A
3717,465317,Male,No,23,No,Healthcare,0.0,Low,4.0,Cat_4,D
3718,461832,Male,No,31,Yes,Healthcare,,Low,3.0,Cat_6,C
3719,464596,Female,Yes,35,Yes,Executive,0.0,Low,2.0,Cat_6,B
3720,466059,Male,Yes,25,No,Entertainment,1.0,Average,2.0,Cat_4,A
3721,463104,Female,Yes,47,No,Lawyer,0.0,Low,1.0,Cat_6,A
3722,459990,Male,Yes,37,Yes,Healthcare,1.0,Average,2.0,Cat_6,A
3723,463330,Male,No,20,No,Healthcare,1.0,Low,4.0,Cat_6,D
3724,459893,Female,Yes,68,No,Lawyer,,Average,2.0,Cat_6,D
3725,467212,Female,No,28,Yes,Doctor,1.0,Low,3.0,Cat_6,B
3726,460913,Male,,22,No,Healthcare,1.0,Low,5.0,Cat_4,D
3727,462266,Male,No,25,Yes,Doctor,8.0,Low,5.0,Cat_6,D
3728,461020,Female,,20,No,,,High,,Cat_3,D
3729,462838,Female,Yes,32,Yes,Homemaker,0.0,Low,3.0,Cat_5,B
3730,460159,Female,No,18,No,Entertainment,1.0,Low,7.0,Cat_2,B
3731,460974,Male,Yes,79,No,Lawyer,1.0,Low,1.0,Cat_6,D
3732,460312,Female,No,36,Yes,Entertainment,7.0,Low,5.0,,D
3733,459919,Female,No,49,Yes,Artist,0.0,Low,1.0,Cat_4,B
3734,467381,Male,Yes,49,Yes,Entertainment,0.0,Low,4.0,Cat_6,B
3735,461707,Female,Yes,45,Yes,Artist,1.0,Average,4.0,Cat_6,C
3736,462461,Male,No,28,Yes,Doctor,1.0,Low,3.0,Cat_6,D
3737,465378,Female,Yes,57,Yes,Artist,4.0,Average,,Cat_6,C
3738,459533,Female,No,41,Yes,Artist,1.0,Low,1.0,Cat_6,A
3739,461091,Female,Yes,37,Yes,Artist,3.0,Average,3.0,Cat_3,B
3740,466467,Female,Yes,36,Yes,Artist,1.0,Average,3.0,Cat_3,B
3741,462476,Male,Yes,45,Yes,Artist,4.0,Average,2.0,Cat_6,C
3742,459197,Female,Yes,39,Yes,,0.0,Average,2.0,Cat_6,A
3743,464357,Male,No,40,Yes,Artist,7.0,Low,1.0,Cat_6,A
3744,459915,Female,No,29,Yes,Healthcare,1.0,Low,3.0,Cat_4,D
3745,459547,Male,Yes,89,No,Lawyer,,Low,2.0,Cat_6,B
3746,463319,Female,Yes,73,No,Lawyer,1.0,High,3.0,Cat_6,B
3747,466323,Male,No,28,No,Doctor,4.0,Low,1.0,Cat_3,B
3748,459363,Male,No,53,Yes,Artist,2.0,Low,1.0,Cat_6,A
3749,464700,Male,No,25,No,Doctor,2.0,Low,,Cat_4,D
3750,461794,Female,No,19,No,Healthcare,5.0,Low,5.0,Cat_2,D
3751,462563,Female,Yes,52,Yes,Artist,0.0,Average,2.0,Cat_6,C
3752,465922,Female,No,31,Yes,Healthcare,9.0,Low,3.0,Cat_6,D
3753,464341,Male,No,35,Yes,Artist,2.0,Low,2.0,Cat_6,A
3754,467529,Male,Yes,47,Yes,Artist,,Average,2.0,Cat_6,B
3755,464294,Male,Yes,68,No,Executive,1.0,High,2.0,Cat_6,C
3756,461923,Female,Yes,42,Yes,Artist,2.0,Average,2.0,Cat_6,C
3757,466843,Female,No,38,No,Homemaker,13.0,Low,,Cat_6,A
3758,462880,Male,Yes,25,No,Executive,1.0,High,3.0,Cat_6,B
3759,464402,Male,No,37,Yes,Entertainment,7.0,Low,1.0,Cat_6,A
3760,462596,Female,No,31,No,Healthcare,0.0,Low,,Cat_4,D
3761,466841,Male,No,21,No,Healthcare,1.0,Low,6.0,Cat_4,D
3762,464536,Male,Yes,28,Yes,Artist,0.0,Average,3.0,Cat_6,A
3763,462765,Female,Yes,50,Yes,Artist,1.0,High,8.0,Cat_6,B
3764,461364,Female,No,46,No,Doctor,0.0,Low,2.0,Cat_6,B
3765,465836,Male,No,19,No,Executive,13.0,Low,3.0,Cat_7,D
3766,465208,Male,Yes,37,Yes,Artist,1.0,Average,2.0,Cat_6,C
3767,460416,Male,No,28,Yes,Healthcare,14.0,Low,1.0,Cat_6,D
3768,459787,Male,Yes,71,No,Lawyer,0.0,Low,1.0,Cat_6,A
3769,464276,Female,Yes,66,No,Marketing,0.0,High,2.0,Cat_1,C
3770,460560,Female,Yes,57,Yes,Homemaker,9.0,Average,2.0,Cat_3,C
3771,467449,Female,Yes,86,Yes,Lawyer,1.0,Low,2.0,Cat_6,C
3772,467625,Female,Yes,40,Yes,Artist,0.0,Average,2.0,Cat_6,A
3773,460559,Female,No,49,Yes,Healthcare,8.0,Low,1.0,Cat_3,D
3774,463847,Male,Yes,41,No,Artist,2.0,Average,3.0,Cat_6,C
3775,464669,Female,Yes,42,No,Engineer,0.0,Low,4.0,Cat_4,D
3776,465472,Female,Yes,87,No,Entertainment,,High,3.0,Cat_6,A
3777,461393,Female,Yes,80,Yes,Artist,6.0,Average,2.0,Cat_6,C
3778,463141,Male,Yes,60,Yes,Artist,,Low,1.0,Cat_3,A
3779,464149,Male,Yes,38,Yes,Artist,1.0,Average,4.0,Cat_6,C
3780,461777,Female,Yes,74,Yes,Lawyer,1.0,High,2.0,Cat_6,A
3781,464505,Female,No,30,No,Doctor,9.0,Low,5.0,Cat_6,D
3782,463345,Female,No,20,No,Healthcare,4.0,Low,4.0,Cat_6,D
3783,459609,Female,No,43,Yes,Artist,1.0,Low,1.0,Cat_4,A
3784,465412,Male,No,32,Yes,Doctor,7.0,Low,4.0,Cat_6,D
3785,465195,Male,Yes,53,Yes,Executive,1.0,High,3.0,Cat_6,B
3786,462550,Female,No,23,No,Healthcare,2.0,Low,6.0,Cat_1,D
3787,466896,Male,Yes,52,No,Artist,7.0,Low,1.0,Cat_6,C
3788,463851,Female,Yes,45,Yes,Artist,4.0,Average,4.0,Cat_2,C
3789,462452,Male,No,22,No,Healthcare,1.0,Low,,Cat_4,D
3790,464399,Male,Yes,63,No,Entertainment,0.0,Average,5.0,Cat_6,C
3791,462257,Female,Yes,81,Yes,Lawyer,,High,2.0,Cat_6,A
3792,464782,Male,Yes,35,No,Marketing,0.0,Low,3.0,Cat_4,D
3793,465624,Male,No,39,Yes,Artist,8.0,Low,3.0,Cat_6,C
3794,462508,Male,Yes,37,Yes,Healthcare,0.0,Low,7.0,Cat_4,D
3795,465085,Male,Yes,83,Yes,Lawyer,,High,2.0,Cat_6,A
3796,462872,Female,Yes,47,No,Engineer,10.0,Low,2.0,Cat_3,D
3797,467535,Male,Yes,65,Yes,Lawyer,1.0,High,2.0,Cat_6,A
3798,465793,Male,No,25,No,Healthcare,1.0,Low,5.0,Cat_4,C
3799,465892,Male,No,40,Yes,Artist,9.0,Low,3.0,Cat_6,A
3800,463666,Male,No,27,Yes,Executive,0.0,Low,6.0,Cat_6,D
3801,459015,Male,No,19,No,Healthcare,0.0,Low,3.0,Cat_6,D
3802,459699,Female,,61,Yes,Engineer,9.0,Average,3.0,Cat_6,B
3803,466189,Female,Yes,56,Yes,Artist,0.0,Average,2.0,Cat_3,C
3804,466348,Male,No,53,Yes,Artist,1.0,Low,2.0,Cat_4,C
3805,459461,Female,Yes,39,Yes,Artist,0.0,Low,1.0,Cat_1,C
3806,460620,Male,Yes,55,Yes,Entertainment,0.0,Average,4.0,Cat_3,C
3807,463318,Male,Yes,65,Yes,Lawyer,0.0,Low,2.0,Cat_1,A
3808,462626,Female,No,26,Yes,Engineer,0.0,Low,6.0,Cat_4,B
3809,467554,Female,No,28,Yes,Healthcare,1.0,Low,3.0,Cat_6,D
3810,463502,Male,Yes,40,Yes,Executive,,High,4.0,Cat_6,A
3811,466651,Male,No,40,No,Entertainment,5.0,Low,1.0,Cat_3,A
3812,466885,Male,Yes,42,No,Executive,1.0,Average,4.0,Cat_6,B
3813,467439,Male,Yes,37,Yes,Entertainment,1.0,Low,4.0,Cat_6,A
3814,461749,Female,No,22,No,Healthcare,0.0,Low,5.0,Cat_6,D
3815,467134,Female,Yes,33,No,Healthcare,0.0,Low,5.0,Cat_5,D
3816,462753,Male,Yes,28,No,Executive,0.0,Average,3.0,Cat_6,D
3817,462259,Male,Yes,51,Yes,Artist,,Low,2.0,Cat_6,B
3818,463537,Female,No,32,Yes,Healthcare,1.0,Low,3.0,Cat_6,D
3819,463217,Female,Yes,33,Yes,Healthcare,2.0,High,1.0,Cat_5,A
3820,463689,Female,Yes,40,Yes,Doctor,1.0,Low,,Cat_6,B
3821,466380,Male,Yes,36,Yes,Entertainment,5.0,Low,2.0,Cat_6,A
3822,463101,Female,No,27,No,Homemaker,8.0,Low,1.0,Cat_6,D
3823,466366,Male,No,18,No,Healthcare,0.0,Low,3.0,Cat_2,D
3824,463864,Male,Yes,81,No,Executive,,High,2.0,Cat_6,B
3825,465716,Female,No,59,Yes,Artist,0.0,Low,2.0,Cat_6,C
3826,463014,Male,Yes,53,Yes,Executive,0.0,High,3.0,Cat_6,B
3827,459808,Male,Yes,38,No,Doctor,,Average,4.0,Cat_6,B
3828,462443,Male,No,20,No,Healthcare,1.0,Low,2.0,Cat_4,D
3829,460453,Female,No,40,Yes,Doctor,7.0,Low,1.0,Cat_6,A
3830,466485,Male,Yes,37,Yes,Executive,9.0,High,2.0,Cat_3,A
3831,467445,Male,Yes,31,No,Doctor,8.0,Low,2.0,Cat_2,A
3832,459448,Male,Yes,40,Yes,Executive,,High,3.0,Cat_6,C
3833,463500,Male,Yes,35,Yes,Executive,0.0,High,4.0,Cat_6,A
3834,461507,Male,Yes,35,Yes,Entertainment,0.0,Low,2.0,Cat_6,D
3835,465918,Female,No,39,Yes,Artist,5.0,Low,3.0,Cat_6,B
3836,467533,Male,Yes,79,Yes,Lawyer,2.0,Low,1.0,Cat_6,D
3837,467029,Male,Yes,42,Yes,Artist,8.0,Average,2.0,Cat_6,C
3838,465749,Male,Yes,42,No,Engineer,1.0,Average,3.0,Cat_6,C
3839,460768,Female,No,32,No,Engineer,9.0,Low,4.0,Cat_5,A
3840,460146,Female,Yes,52,Yes,Engineer,1.0,Average,3.0,Cat_3,A
3841,464998,Male,Yes,59,Yes,Artist,1.0,High,2.0,Cat_6,C
3842,467715,Male,Yes,51,Yes,Executive,4.0,High,3.0,Cat_6,C
3843,462201,Female,No,32,Yes,Healthcare,0.0,Low,1.0,Cat_4,D
3844,467454,Male,Yes,49,Yes,Artist,1.0,Low,1.0,Cat_6,A
3845,460645,Female,No,40,No,Doctor,1.0,Low,2.0,Cat_3,C
3846,465129,Female,No,61,Yes,Entertainment,3.0,Low,1.0,Cat_6,A
3847,464264,Female,Yes,86,No,Lawyer,8.0,High,2.0,Cat_6,B
3848,465913,Female,Yes,29,Yes,Artist,10.0,Low,2.0,Cat_6,B
3849,461068,Male,No,46,No,Marketing,1.0,Low,4.0,Cat_3,D
3850,466689,Male,No,28,Yes,Artist,8.0,Low,3.0,Cat_6,C
3851,460071,Female,No,53,Yes,Engineer,1.0,Low,1.0,Cat_6,A
3852,459817,Female,Yes,65,No,Marketing,,Low,,Cat_6,D
3853,460477,Male,No,32,No,Entertainment,0.0,Low,6.0,Cat_3,D
3854,467766,Female,No,31,No,Healthcare,6.0,Low,3.0,Cat_6,C
3855,460008,Male,No,25,No,Doctor,9.0,Low,4.0,Cat_6,A
3856,463775,Female,No,33,No,Engineer,,Low,3.0,Cat_6,C
3857,461820,Female,Yes,38,Yes,Doctor,0.0,Average,2.0,Cat_6,C
3858,459226,Female,Yes,43,Yes,Artist,0.0,Average,2.0,Cat_1,C
3859,460961,Male,No,20,No,Healthcare,1.0,Low,2.0,Cat_3,D
3860,463503,Male,Yes,33,Yes,Entertainment,1.0,Low,2.0,Cat_7,A
3861,466365,Female,Yes,50,,Artist,0.0,Average,3.0,Cat_2,C
3862,462632,Female,Yes,37,No,Engineer,,Average,4.0,Cat_4,A
3863,460404,Male,Yes,38,Yes,Artist,5.0,Low,7.0,Cat_6,A
3864,460492,Female,No,43,No,Marketing,10.0,Low,,Cat_3,D
3865,461571,Male,No,27,No,Healthcare,1.0,Low,4.0,Cat_6,C
3866,467624,Male,Yes,35,No,Entertainment,0.0,Average,5.0,Cat_6,D
3867,463880,Female,Yes,36,No,Engineer,0.0,Low,3.0,Cat_2,B
3868,462846,Female,No,20,No,Marketing,7.0,Low,2.0,Cat_6,D
3869,459233,Female,Yes,53,Yes,Marketing,6.0,Low,1.0,Cat_6,D
3870,464751,Male,Yes,36,No,Doctor,,Low,1.0,Cat_4,A
3871,465939,Female,No,32,Yes,Engineer,0.0,Low,2.0,Cat_6,D
3872,467118,Male,Yes,55,Yes,Entertainment,1.0,Average,3.0,Cat_7,B
3873,463815,Male,Yes,37,Yes,Entertainment,0.0,Average,2.0,Cat_6,C
3874,460871,Female,No,27,Yes,Healthcare,,Low,,Cat_6,D
3875,459127,Male,No,43,Yes,Healthcare,1.0,Low,7.0,Cat_6,D
3876,460675,Female,No,32,Yes,Engineer,,Low,,Cat_3,D
3877,460165,Female,No,40,Yes,Entertainment,0.0,Low,1.0,Cat_3,A
3878,461678,Female,Yes,87,No,Lawyer,1.0,Low,1.0,Cat_6,A
3879,465096,Male,Yes,86,No,Lawyer,13.0,Low,1.0,Cat_6,A
3880,464522,Female,No,42,Yes,Engineer,11.0,Low,1.0,Cat_6,D
3881,460886,Male,No,37,Yes,Artist,0.0,Low,1.0,Cat_6,B
3882,462302,Female,No,25,No,Doctor,,Low,7.0,Cat_6,D
3883,462184,Male,No,19,No,Doctor,0.0,Low,4.0,Cat_6,D
3884,462956,Male,Yes,42,No,Artist,7.0,Average,5.0,Cat_6,B
3885,466422,Male,Yes,33,No,Doctor,0.0,Low,4.0,Cat_4,D
3886,465324,Male,Yes,41,Yes,Artist,8.0,Low,2.0,Cat_6,B
3887,460668,Female,No,27,Yes,Doctor,,Low,2.0,Cat_3,D
3888,466275,Male,Yes,84,No,Lawyer,,Low,,Cat_6,D
3889,467257,Male,No,22,No,Healthcare,10.0,Low,4.0,Cat_6,D
3890,460254,Female,No,32,Yes,Artist,1.0,Low,2.0,Cat_6,B
3891,463158,Male,Yes,83,Yes,Executive,0.0,High,3.0,Cat_6,B
3892,467866,Male,Yes,50,Yes,Artist,1.0,Average,3.0,Cat_6,C
3893,461685,Female,No,30,Yes,Healthcare,4.0,Low,4.0,Cat_6,D
3894,467875,Female,No,23,No,Healthcare,,Low,4.0,Cat_6,D
3895,460208,Male,No,27,No,Artist,9.0,Low,8.0,Cat_6,D
3896,462151,Female,No,35,Yes,Artist,8.0,Low,1.0,Cat_6,B
3897,462853,Male,No,23,No,Healthcare,1.0,Low,2.0,Cat_6,D
3898,465239,Male,Yes,56,Yes,Artist,0.0,Average,3.0,Cat_6,B
3899,461624,Female,Yes,41,Yes,Artist,1.0,Average,,Cat_2,B
3900,467508,Female,No,25,No,Doctor,1.0,Low,3.0,Cat_6,B
3901,467318,Male,Yes,41,Yes,Doctor,,Low,2.0,Cat_6,C
3902,466867,Female,No,27,No,Homemaker,14.0,Low,1.0,Cat_6,D
3903,467738,Male,Yes,43,Yes,Doctor,3.0,Average,2.0,Cat_6,B
3904,465590,Male,Yes,40,Yes,Artist,1.0,Average,5.0,Cat_6,A
3905,464980,Female,,60,No,Engineer,1.0,High,2.0,Cat_4,B
3906,459805,Female,Yes,45,No,Artist,4.0,Average,4.0,Cat_6,B
3907,465013,Female,Yes,82,No,Lawyer,0.0,High,2.0,Cat_6,C
3908,459240,Female,No,28,Yes,Artist,1.0,Low,1.0,Cat_6,A
3909,462344,Female,Yes,63,Yes,Artist,0.0,High,4.0,Cat_6,C
3910,460388,Female,No,35,Yes,Artist,13.0,Low,2.0,Cat_6,B
3911,464218,Female,Yes,89,No,Lawyer,1.0,High,2.0,Cat_6,A
3912,466589,Male,No,20,No,Healthcare,,Low,4.0,Cat_6,D
3913,467556,Female,No,40,Yes,Healthcare,,Low,1.0,Cat_4,A
3914,459887,Male,Yes,46,No,Artist,3.0,Average,2.0,,C
3915,465955,Male,No,25,Yes,Marketing,8.0,Low,3.0,Cat_6,A
3916,460033,Female,,46,Yes,Entertainment,6.0,Low,3.0,Cat_6,A
3917,462928,Male,Yes,49,Yes,Artist,2.0,Average,4.0,Cat_2,C
3918,460889,Female,Yes,47,Yes,Artist,1.0,Low,2.0,Cat_6,B
3919,459669,Male,Yes,30,Yes,Artist,0.0,Average,2.0,Cat_6,B
3920,467849,Female,Yes,40,Yes,Doctor,0.0,Low,1.0,Cat_2,A
3921,466873,Male,Yes,39,Yes,Healthcare,7.0,Average,5.0,Cat_3,A
3922,464837,Male,Yes,61,Yes,Artist,1.0,Average,5.0,Cat_4,B
3923,462581,Female,No,28,No,Engineer,1.0,Low,4.0,Cat_4,A
3924,466237,Male,No,18,No,Healthcare,0.0,Low,3.0,Cat_4,D
3925,462707,Female,Yes,55,Yes,Artist,0.0,Average,4.0,Cat_6,C
3926,467060,Male,No,39,No,Engineer,5.0,Low,2.0,Cat_6,D
3927,464794,Female,Yes,47,No,Engineer,8.0,Average,,Cat_4,A
3928,460281,Female,No,29,Yes,Doctor,10.0,Low,5.0,Cat_6,D
3929,460164,Male,Yes,66,No,Engineer,1.0,Low,2.0,Cat_6,A
3930,460431,Female,No,46,Yes,Engineer,1.0,Low,1.0,Cat_6,D
3931,466901,Female,Yes,52,Yes,Artist,0.0,Average,3.0,Cat_7,C
